,Ticker,Name ,RetYTD,ggroup,Industry
1130,MCK,Mckesson Corp ,0.3004,3510,Health Care Equipment & Services
1131,MCO,Moody's Corp ,-0.1592,4020,Diversified Financials
1132,MCRB,Seres Therapeutics Inc ,-0.2701,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1133,MCRI,Monarch Casino ,0.1716,2530,Consumer Services
1134,MCS,Marcus Corp ,-0.0526,5020,
1135,MCY,Mercury General Corp ,0.0102,4030,Insurance
1136,MD,Mednax Inc ,-0.1334,3510,Health Care Equipment & Services
1137,MDC,M.D.C. Holdings ,-0.3478,2520,Consumer Durables & Apparel
1138,MDGL,Madrigal Pharmaceuticals Inc ,-0.0622,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1139,MDLZ,Mondelez Intl Inc ,-0.0391,3020,"Food, Beverage & Tobacco"
1140,MDRX,Allscripts Hlthcare ,0.2098,3510,Health Care Equipment & Services
1141,MDT,Medtronic Inc ,0.0538,3510,Health Care Equipment & Services
1142,MDU,Mdu Res Group Inc ,-0.119,2010,Capital Goods
1143,MED,Medifast Inc ,-0.1211,3030,Household & Personal Products
1144,MEDP,Medpace Holdings Inc ,-0.2736,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1145,MEI,Methode Electronics ,-0.0905,4520,Technology Hardware & Equipment
1146,MEIP,Mei Pharma Inc ,-0.7874,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1147,MET,Metlife Inc ,0.1304,4030,Insurance
1148,MFA,MFA Financial Inc ,-0.1782,4020,Diversified Financials
1149,MGEE,Mge Energy Inc ,0.0043,5510,Utilities
1150,MGI,Moneygram Intl ,0.346,4510,Software & Services
1151,MGM,MGM Resorts International ,-0.0731,2530,Consumer Services
1152,MGNX,Macrogenics ,-0.4636,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1153,MGPI,MGP Ingredients Inc ,0.0951,3020,"Food, Beverage & Tobacco"
1154,MGRC,Mcgrath Rentcorp ,0.0544,2010,Capital Goods
1155,MHK,Mohawk Industries ,-0.3209,2520,Consumer Durables & Apparel
1156,MHO,M/I Homes ,-0.3048,2520,Consumer Durables & Apparel
1157,MIDD,Middleby Corp ,-0.245,2010,Capital Goods
1158,MIME,Mimecast Ltd Ord ,0.0013,4510,Software & Services
1159,MITK,Mitek Systems Inc ,-0.2501,4510,Software & Services
1160,MKL,Markel Corp ,0.1953,4030,Insurance
1161,MKSI,Mks Instruments Inc ,-0.3425,4530,Semiconductors & Semiconductor Equipment
1162,MKTX,Marketaxess Holdings ,-0.3546,4020,Diversified Financials
1163,MLAB,Mesa Labs Inc ,-0.238,3510,Health Care Equipment & Services
1164,MLI,Mueller Industries ,-0.1046,2010,Capital Goods
1165,MLM,Martin Marietta Materials ,-0.1718,1510,Materials
1166,MLR,Miller Industries ,-0.1886,2010,Capital Goods
1167,MMC,Marsh & Mclennan Companies ,-0.0234,4030,Insurance
1168,MMI,Marcus & Millichap ,0.0253,6010,Real Estate
1169,MMM,3M Company ,-0.1703,2010,Capital Goods
1170,MMS,Maximus Inc ,-0.0523,4510,Software & Services
1171,MMSI,Merit Medical Sys ,0.105,3510,Health Care Equipment & Services
1172,MNKD,Mannkind Corp ,-0.1579,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1173,MNRO,Monro Muffler Brak ,-0.2059,2550,Retailing
1174,MNST,Monster Beverage Cp ,-0.14,3020,"Food, Beverage & Tobacco"
1175,MO,Altria Group ,0.1602,3020,"Food, Beverage & Tobacco"
1176,MOD,Modine Manufacturing Company ,-0.2052,2510,Automobiles & Components
1177,MODN,Model N Inc ,-0.0932,4510,Software & Services
1178,MOFG,Midwestone Fnl Gp ,-0.0096,4010,Banks
1179,MOH,Molina Healthcare Inc ,0.0561,3510,Health Care Equipment & Services
1180,MORN,Morningstar Inc ,-0.199,4020,Diversified Financials
1181,MOS,Mosaic Company ,0.9356,1510,Materials
1182,MOV,Movado Group Inc ,-0.0545,2520,Consumer Durables & Apparel
1183,MPAA,Motorcar Parts Amer ,-0.0756,2510,Automobiles & Components
1184,MPB,Mid Penn Bancorp Inc ,-0.1686,4010,Banks
1185,MPC,Marathon Petroleum Corp ,0.3627,1010,Energy
1186,MPW,Medical Properties Trust ,-0.1439,6010,Real Estate
1187,MPWR,Monolithic Power Sys ,-0.1702,4530,Semiconductors & Semiconductor Equipment
1188,MRC,Mrc Global Inc ,0.7515,2010,Capital Goods
1189,MRCY,Mercury Sys Inc ,0.1121,2010,Capital Goods
1190,MRK,Merck & Company ,0.134,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1191,MRNS,Marinus Pharma CS ,-0.3434,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1192,MRO,Marathon Oil Corp ,0.6206,1010,Energy
1193,MRTN,Marten Transport L ,-0.0752,2030,Transportation
1194,MRTX,Mirati Therapeutics ,-0.4414,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1195,MRVL,Marvell Technology Inc ,-0.3031,4530,Semiconductors & Semiconductor Equipment
1196,MS,Morgan Stanley ,-0.1365,4020,Diversified Financials
1197,MSA,Msa Safety Inc ,-0.1627,2020,Commercial  & Professional Services
1198,MSA,Msa Safety Inc ,-0.1627,2020,Commercial  & Professional Services
1199,MSBI,Midland Sts BNC ,0.0952,4010,Banks
1200,MSCI,MSCI Inc ,-0.2122,4020,Diversified Financials
1201,MSEX,Middlesex Water Company ,-0.2042,5510,Utilities
1202,MSFT,Microsoft Corp ,-0.168,4510,Software & Services
1203,MSI,Motorola Solutions ,-0.1417,4520,Technology Hardware & Equipment
1204,MSM,Msc Industrial Direct Company ,0.0114,2010,Capital Goods
1205,MSTR,Microstrategy Cl A ,-0.175,4510,Software & Services
1206,MTB,M&T Bank Corp ,0.0389,4010,Banks
1207,MTCH,Match Group Inc ,-0.3036,5020,
1208,MTD,Mettler-Toledo International ,-0.2232,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1209,MTDR,Matador Resources Company ,0.5501,1010,Energy
1210,MTG,Mgic Investment Corp ,-0.07,4010,Banks
1211,MTH,Meritage Corp ,-0.3334,2520,Consumer Durables & Apparel
1212,MTN,Vail Resorts ,-0.2056,2530,Consumer Services
1213,MTOR,Meritor Inc ,0.4467,2010,Capital Goods
1214,MTRN,Materion Corp ,-0.1046,1510,Materials
1215,MTSI,Macom Technology S ,-0.3499,4530,Semiconductors & Semiconductor Equipment
1216,MTW,Manitowoc Company ,-0.2813,2010,Capital Goods
1217,MTX,Minerals Technologies Inc ,-0.1381,1510,Materials
1218,MTZ,Mastec Inc ,-0.1358,2010,Capital Goods
1219,MU,Micron Technology ,-0.2471,4530,Semiconductors & Semiconductor Equipment
1220,MUR,Murphy Oil Corp ,0.6254,1010,Energy
1221,MUSA,Murphy USA Inc ,0.1508,2550,Retailing
1222,MVIS,Microvision ,-0.3253,4520,Technology Hardware & Equipment
1223,MWA,Mueller Water Products ,-0.1181,2010,Capital Goods
1224,MXL,Maxlinear Inc ,-0.4015,4530,Semiconductors & Semiconductor Equipment
1225,MYE,Myers Industries ,0.045,1510,Materials
1226,MYGN,Myriad Genetics Inc ,-0.1312,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1227,MYRG,MYR Group Inc ,-0.1857,2010,Capital Goods
1228,NAT,Nordic American Tanker Shipping Ltd ,0.5976,1010,Energy
1229,NATI,Natl Instruments Cor ,-0.1136,4520,Technology Hardware & Equipment
1230,NAVI,Navient Cp ,-0.2158,4020,Diversified Financials
1231,NBHC,National Bank Holdings Corp ,-0.1195,4010,Banks
1232,NBIX,Neurocrine Bioscienc ,0.1656,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1233,NBR,Nabors Industries ,1.4071,1010,Energy
1234,NBTB,NBT Bancorp Inc ,-0.0833,4010,Banks
1235,NCBS,Nicolet Bnkshr ,0.0673,4010,Banks
1236,NCLH,Norwegian Cruise Ord ,0.0434,2530,Consumer Services
1237,NCR,NCR Corp ,0.0057,4510,Software & Services
1238,NDAQ,Nasdaq Inc ,-0.1498,4020,Diversified Financials
1239,NDLS,Noodles & Company ,-0.4157,2530,Consumer Services
1240,NDSN,Nordson Corp ,-0.1588,2010,Capital Goods
1241,NEE,Nextera Energy ,-0.113,5510,Utilities
1242,NEM,Newmont Mining Corp ,0.3668,1510,Materials
1243,NEO,Neogenomics Inc ,-0.6392,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1244,NEOG,Neogen Cp ,-0.338,3510,Health Care Equipment & Services
1245,NEU,Newmarket Corp ,-0.0325,1510,Materials
1246,NEWR,New Relic Inc ,-0.3463,4510,Software & Services
1247,NFBK,Northfield Bncrp Del ,-0.1627,4010,Banks
1248,NFG,National Fuel Gas Company ,0.1187,5510,Utilities
1249,NFLX,Netflix Inc ,-0.4338,5020,
1250,NG,Novagold Resources Inc ,0.1953,1510,Materials
1251,NGVT,Ingevity Corp ,-0.1304,1510,Materials
1252,NHC,National Healthcare Corp ,0.0596,3510,Health Care Equipment & Services
1253,NHI,National Health Investors ,-0.0289,6010,Real Estate
1254,NI,NiSource Inc ,0.1499,5510,Utilities
1255,NJR,Newjersey Resources Corp ,0.1152,5510,Utilities
1256,NKE,Nike Inc ,-0.1993,2520,Consumer Durables & Apparel
1257,NKTR,Nektar Therapeutics ,-0.544,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1258,NLSN,Nielsen Holdings Plc ,0.3359,2020,Commercial  & Professional Services
1259,NLSN,Nielsen Holdings Plc ,0.3359,2020,Commercial  & Professional Services
1260,NLY,Annaly Capital Management Inc ,-0.1343,4020,Diversified Financials
1261,NMIH,Nmi Holdings Inc ,-0.113,4010,Banks
1262,NNI,Nelnet Inc ,-0.1287,4020,Diversified Financials
1263,NNN,National Retail Properties ,-0.0331,6010,Real Estate
1264,NOC,Northrop Grumman Corp ,0.207,2010,Capital Goods
1265,NOG,Northern Oil and Gas ,0.4028,1010,Energy
1266,NOV,Nov Inc ,0.5173,1010,Energy
1267,NOVT,Novanta Inc ,-0.2706,4520,Technology Hardware & Equipment
1268,NOW,Servicenow Inc ,-0.2184,4510,Software & Services
1269,NP,Neenah Paper ,-0.1478,1510,Materials
1270,NPK,National Presto Industries ,-0.0552,2010,Capital Goods
1271,NPO,Enpro Industries ,-0.1103,2010,Capital Goods
1272,NPTN,Neophotonics Corp ,-0.0104,4530,Semiconductors & Semiconductor Equipment
1273,NR,Newpark Resources ,0.3639,1010,Energy
1274,NRG,NRG Energy ,-0.0903,5510,Utilities
1275,NRZ,New Residential Investment Corp ,-0.0047,4020,Diversified Financials
1276,NSA,National Storage Affiliates Tru ,-0.0871,6010,Real Estate
1277,NSC,Norfolk Southern Corp ,-0.1164,2030,Transportation
1278,NSIT,Insight Enterpr ,-0.0556,4520,Technology Hardware & Equipment
1279,NSP,Insperity Inc ,-0.1478,2020,Commercial  & Professional Services
1280,NSP,Insperity Inc ,-0.1478,2020,Commercial  & Professional Services
1281,NSSC,Napco Sec Tech Inc ,-0.2313,4520,Technology Hardware & Equipment
1282,NSTG,Nanostring Tech ,-0.4764,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1283,NTAP,Netapp Inc ,-0.1793,4520,Technology Hardware & Equipment
1284,NTB,Bank of Butterfield Ltd ,-0.1065,4010,Banks
1285,NTCT,Netscout Systems ,0.0048,4520,Technology Hardware & Equipment
1286,NTGR,Netgear Inc ,-0.228,4520,Technology Hardware & Equipment
1287,NTLA,Intellia Thera CS ,-0.4931,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1288,NTNX,Nutanix Inc ,-0.1836,4510,Software & Services
1289,NTRA,Natera Inc ,-0.5768,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1290,NTRS,Northern Trust Corp ,-0.0729,4020,Diversified Financials
1291,NUE,Nucor Corp ,0.4483,1510,Materials
1292,NUS,Nu Skin Enterprises ,0.0102,3030,Household & Personal Products
1293,NUVA,Nuvasive Inc ,0.1385,3510,Health Care Equipment & Services
1294,NVAX,Novavax Inc ,-0.5908,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1295,NVCR,Novocure Ltd Ord Sh ,0.122,3510,Health Care Equipment & Services
1296,NVDA,Nvidia Corp ,-0.2772,4530,Semiconductors & Semiconductor Equipment
1297,NVEC,Nve Corp ,-0.2782,4530,Semiconductors & Semiconductor Equipment
1298,NVEE,Nv5 Global ,-0.0657,2010,Capital Goods
1299,NVR,NVR Inc ,-0.2663,2520,Consumer Durables & Apparel
1300,NVRO,Nevro Corp ,-0.091,3510,Health Care Equipment & Services
1301,NVTA,Invitae Corp ,-0.5743,3510,Health Care Equipment & Services
1302,NWBI,Northwest Bancshares ,-0.0749,4010,Banks
1303,NWE,Northwestern Corp ,0.0469,5510,Utilities
1304,NWL,Newell Rubbermaid Inc ,0.0261,2520,Consumer Durables & Apparel
1305,NWLI,Natl Wstrn Life Gp A ,-0.0342,4030,Insurance
1306,NWN,Northwest Natural Gas Company ,0.0226,5510,Utilities
1307,NWPX,Northwest Pipe Company ,-0.1742,2010,Capital Goods
1308,NWSA,News Cp Cl A ,-0.0511,5020,
1309,NX,Quanex Building Products Corp ,-0.1739,2010,Capital Goods
1310,NXPI,Nxp Semiconductors ,-0.2537,4530,Semiconductors & Semiconductor Equipment
1311,NXRT,Nexpoint Residential Trust Inc ,0.0384,6010,Real Estate
1312,NXST,Nexstar Media Group Inc ,0.1261,5020,
1313,NYCB,New York Community Bancorp ,-0.1777,4010,Banks
1314,NYMT,New York Mtge Trust ,-0.0591,4020,Diversified Financials
1315,NYT,New York Times Company ,-0.0911,5020,
1316,O,Realty Income Corp ,0.0142,6010,Real Estate
1317,OC,Owens Corning Inc ,-0.0473,2010,Capital Goods
1318,OCFC,Oceanfirst Financial Corp ,-0.1505,4010,Banks
1319,OCUL,Ocular Therapeut ,-0.3716,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1320,OCX,Oncocyte Corp ,-0.4194,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1321,ODFL,Old Dominion Freight Line Inc ,-0.2613,2030,Transportation
1322,ODP,Office Depot ,0.169,2550,Retailing
1323,OEC,Orion Engineered Carbons S.A R ,-0.1672,1510,Materials
1324,OFC,Corporate Office Properties ,0.0072,6010,Real Estate
1325,OFG,OFG Bancorp ,-0.029,4010,Banks
1326,OFIX,Orthofix Intl NV ,0.0415,3510,Health Care Equipment & Services
1327,OFLX,Omega Flex Inc ,-0.0118,2010,Capital Goods
1328,OGE,Oge Energy Corp ,0.0847,5510,Utilities
1329,OGS,One Gas Inc ,0.1473,5510,Utilities
1330,OHI,Omega Healthcare Investors ,-0.0716,6010,Real Estate
1331,OI,O-I Glass Inc ,0.0889,1510,Materials
1332,OII,Oceaneering International ,0.336,1010,Energy
1333,OIS,Oil States International ,0.5111,1010,Energy
1334,OKE,Oneok Inc ,0.2134,1010,Energy
1335,OLED,Universal Display ,-0.1158,4530,Semiconductors & Semiconductor Equipment
1336,OLLI,Ollies Bargain CS ,0.0666,2550,Retailing
1337,OLN,Olin Corp ,0.012,1510,Materials
1338,OLP,One Liberty Properties ,-0.1318,6010,Real Estate
1339,OMC,Omnicom Group Inc ,0.074,5020,
1340,OMCL,Omnicell Inc ,-0.3354,3510,Health Care Equipment & Services
1341,OMER,Omeros Corp ,-0.2006,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1342,OMF,Onemain Holdings Inc ,-0.0787,4020,Diversified Financials
1343,OMI,Owens & Minor ,0.0034,3510,Health Care Equipment & Services
1344,ON,On Semiconductor ,-0.2158,4530,Semiconductors & Semiconductor Equipment
1345,ONB,Old National Bncp ,-0.1551,4010,Banks
1346,OOMA,Ooma Inc ,-0.3038,5010,Telecommunication Services
1347,OPK,Opko Health Inc ,-0.3056,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1348,OPY,Oppenheimer Holdings ,-0.2545,4020,Diversified Financials
1349,ORA,Ormat Technologies ,0.0707,5510,Utilities
1350,ORC,Orchid Island Capital Inc ,-0.3178,4020,Diversified Financials
1351,ORCL,Oracle Corp ,-0.089,4510,Software & Services
1352,ORI,Old Republic International Corp ,-0.0232,4030,Insurance
1353,ORLY,O'Reilly Automotive ,0.0108,2550,Retailing
1354,ORMP,Oramed Pharma ,-0.5196,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1355,OSBC,Old Second Bancorp ,0.1183,4010,Banks
1356,OSIS,O S I Systems Inc ,-0.1333,4520,Technology Hardware & Equipment
1357,OSK,Oshkosh Truck Corp ,-0.1352,2010,Capital Goods
1358,OSTK,Overstock.com Inc ,-0.3491,2550,Retailing
1359,OSUR,Orasure Tech Inc ,-0.2244,3510,Health Care Equipment & Services
1360,OTTR,Otter Tail Corp ,-0.1245,5510,Utilities
1361,OUT,Outfront Media Inc ,0.0134,6010,Real Estate
1362,OXM,Oxford Industries ,-0.0888,2520,Consumer Durables & Apparel
1363,OXY,Occidental Petroleum Corp ,1.0469,1010,Energy
1364,PACB,Pacific Biosciences ,-0.6315,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1365,PACW,Pacwest Bancorp ,-0.1736,4010,Banks
1366,PAG,Penske Automotive Group ,-0.0995,2550,Retailing
1367,PAHC,Phibro Anl Htlh A ,-0.0421,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1368,PANW,Palo Alto Networks Inc ,0.1258,4510,Software & Services
1369,PAR,Par Technology Corp ,-0.3026,4520,Technology Hardware & Equipment
1370,PARR,Par Petroleum Corp ,-0.1183,1010,Energy
1371,PATK,Patrick Inds Inc ,-0.2736,2510,Automobiles & Components
1372,PAYC,Paycom Software Inc ,-0.2308,4510,Software & Services
1373,PAYX,Paychex Inc ,0.0014,4510,Software & Services
1374,PB,Prosperity Bancshares ,-0.0769,4010,Banks
1375,PBF,PBF Energy Inc ,1.1064,1010,Energy
1376,PBH,Prestige Brand Holdings ,-0.109,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1377,PBI,Pitney Bowes Inc ,-0.276,2020,Commercial  & Professional Services
1378,PBI,Pitney Bowes Inc ,-0.276,2020,Commercial  & Professional Services
1379,PCAR,Paccar Inc ,-0.0516,2010,Capital Goods
1380,PCG,Pacific Gas & Electric Company ,0.0132,5510,Utilities
1381,PCH,Potlatch Cp ,-0.1272,6010,Real Estate
1382,PCRX,Pacira Pharm Inc ,0.2412,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1383,PCTY,Paylocity Holdings Corp ,-0.1516,4510,Software & Services
1384,PCYO,Pure Cycle Corp ,-0.2048,5510,Utilities
1385,PDCE,Pdc Energy Inc ,0.5964,1010,Energy
1386,PDCO,Patterson Companies ,0.1928,3510,Health Care Equipment & Services
1387,PDFS,Pdf Solutions Inc ,-0.2639,4530,Semiconductors & Semiconductor Equipment
1388,PDM,Piedmont Office Realty Trust ,-0.1034,6010,Real Estate
1389,PEB,Pebblebrook Hotel Trust ,0.08,6010,Real Estate
1390,PEBO,Peoples Bancorp Inc ,-0.0604,4010,Banks
1391,PEG,Public Service Enterprise Group Inc ,0.091,5510,Utilities
1392,PEGA,Pegasystems Inc ,-0.3337,4510,Software & Services
1393,PEN,Penumbra Inc ,-0.3118,3510,Health Care Equipment & Services
1394,PENN,Penn Natl Gaming Inc ,-0.2812,2530,Consumer Services
1395,PEP,Pepsico Inc ,-0.0104,3020,"Food, Beverage & Tobacco"
1396,PETS,Petmed Express Inc ,-0.034,2550,Retailing
1397,PFBC,Preferred Bank LA ,-0.013,4010,Banks
1398,PFE,Pfizer Inc ,-0.1004,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1399,PFG,Principal Financial Group Inc ,0.0224,4030,Insurance
1400,PFGC,Performance Food Group Company ,0.0933,3010,Food & Staples Retailing
1401,PFIS,Peoples Finl Svcs Company ,-0.0953,4010,Banks
1402,PFS,Provident Financial Services ,-0.0838,4010,Banks
1403,PFSI,Pennymac Financial Services IN ,-0.3163,4010,Banks
1404,PG,Procter & Gamble Company ,-0.0306,3030,Household & Personal Products
1405,PGC,Peapack Gladstone FI ,-0.0678,4010,Banks
1406,PGR,Progressive Corp ,0.0922,4030,Insurance
1407,PGRE,Paramount Group Inc ,0.2374,6010,Real Estate
1408,PGTI,Pgt Inc ,-0.2343,2010,Capital Goods
1409,PH,Parker-Hannifin Corp ,-0.1391,2010,Capital Goods
1410,PHM,Pultegroup ,-0.2615,2520,Consumer Durables & Apparel
1411,PI,Impinj Inc ,-0.4265,4530,Semiconductors & Semiconductor Equipment
1412,PII,Polaris Industries Inc ,-0.0243,2520,Consumer Durables & Apparel
1413,PINC,Premier Inc Cl A ,-0.1161,3510,Health Care Equipment & Services
1414,PJT,Pjt Partners Inc Cl A ,-0.1572,4020,Diversified Financials
1415,PK,Park Hotels & Resorts Inc ,0.0148,6010,Real Estate
1416,PKE,Park Electrochemical Corp ,-0.0871,2010,Capital Goods
1417,PKG,Packaging Corp of America ,0.1974,1510,Materials
1418,PKI,Perkinelmer ,-0.1972,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1419,PLAB,Photronics Inc ,-0.1703,4530,Semiconductors & Semiconductor Equipment
1420,PLAY,Dave & Buster's Ente ,0.1974,2530,Consumer Services
1421,PLCE,Children's Place Inc ,-0.348,2550,Retailing
1422,PLD,Prologis Inc ,-0.0336,6010,Real Estate
1423,PLNT,Planet Fitness ,-0.0474,2530,Consumer Services
1424,PLOW,Douglas Dynamics ,-0.1321,2010,Capital Goods
1425,PLUG,Plug Power Inc ,-0.0871,2010,Capital Goods
1426,PLUS,Eplus Inc ,0.0286,4520,Technology Hardware & Equipment
1427,PLXS,Plexus Cp ,-0.1898,4520,Technology Hardware & Equipment
1428,PM,Philip Morris International Inc ,0.0713,3020,"Food, Beverage & Tobacco"
1429,PMT,Pennymac Mortgage Investment Trust ,-0.1091,4020,Diversified Financials
1430,PNC,PNC Bank ,-0.1273,4010,Banks
1431,PNFP,Pinnacle Finl Ptnrs ,-0.1107,4010,Banks
1432,PNM,PNM Resources Inc ,0.0533,5510,Utilities
1433,PNR,Pentair Ltd ,-0.2821,2010,Capital Goods
1434,PNW,Pinnacle West Capital Corp ,0.0985,5510,Utilities
1435,PODD,Insulet Corp ,-0.0097,3510,Health Care Equipment & Services
1436,POOL,Pool Corp ,-0.2684,2550,Retailing
1437,POR,Portland General Electric Company ,0.0274,5510,Utilities
1438,POST,Post Holdings Inc ,-0.0059,3020,"Food, Beverage & Tobacco"
1439,POWI,Power Integratn ,-0.1216,4530,Semiconductors & Semiconductor Equipment
1440,PPBI,Pacific Premier Bncp ,-0.1431,4010,Banks
1441,PPC,Pilgrim's Pride ,-0.0291,3020,"Food, Beverage & Tobacco"
1442,PPG,PPG Industries ,-0.2561,1510,Materials
1443,PPL,PPL Corp ,-0.0286,5510,Utilities
1444,PRA,Pro-Assurance Corp ,0.0182,4030,Insurance
1445,PRAA,Pra Group Inc ,-0.1093,4020,Diversified Financials
1446,PRFT,Perficient Inc ,-0.164,4510,Software & Services
1447,PRGO,Perrigo Company ,-0.0751,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1448,PRGS,Progress Software ,-0.0164,4510,Software & Services
1449,PRI,Primerica Inc ,-0.1257,4030,Insurance
1450,PRIM,Primoris Services Cp ,0.1393,2010,Capital Goods
1451,PRK,Park National Corp ,-0.1302,4010,Banks
1452,PRLB,Proto Labs Inc ,-0.0783,2010,Capital Goods
1453,PRO,Pros Holdings ,-0.1273,4510,Software & Services
1454,PRTA,Prothena Corp ,-0.2682,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1455,PRTS,U.S. Auto Parts Netw ,-0.3687,2550,Retailing
1456,PRTY,Party City Holdco Inc ,-0.3142,2550,Retailing
1457,PRU,Prudential Financial Inc ,0.0831,4030,Insurance
1458,PSA,Public Storage ,0.0906,6010,Real Estate
1459,PSB,Business Parks ,-0.1004,6010,Real Estate
1460,PSMT,Pricesmart Inc ,0.1189,3010,Food & Staples Retailing
1461,PSTG,Pure Storage Inc ,-0.0559,4520,Technology Hardware & Equipment
1462,PSX,Phillips 66 ,0.1434,1010,Energy
1463,PTC,Ptc Inc ,-0.1852,4510,Software & Services
1464,PTCT,Ptc Therapeutics ,0.1172,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1465,PTEN,Patterson-Uti Energy ,1.0911,1010,Energy
1466,PTGX,Protagonist Therapeutics Inc ,-0.4167,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1467,PTSI,P A M Transport Sv ,-0.2894,2030,Transportation
1468,PVH,Phillips-Van Heusen Corp ,-0.2561,2520,Consumer Durables & Apparel
1469,PWR,Quanta Services ,0.1786,2010,Capital Goods
1470,PXD,Pioneer Natural Resources Company ,0.4006,1010,Energy
1471,PYPL,Paypal Holdings ,-0.4575,4510,Software & Services
1472,PZZA,Papa John's Intl ,-0.2425,2530,Consumer Services
1473,QCOM,Qualcomm Inc ,-0.2513,4530,Semiconductors & Semiconductor Equipment
1474,QCRH,Qcr Holdings Inc ,0.0054,4010,Banks
1475,QDEL,Quidel Cp ,-0.1782,3510,Health Care Equipment & Services
1476,QGEN,Qiagen N.V. ,-0.156,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1477,QLYS,Qualys Inc ,0.0715,4510,Software & Services
1478,QNST,Quinstreet Inc ,-0.3788,5020,
1479,QRVO,Qorvo Inc ,-0.275,4530,Semiconductors & Semiconductor Equipment
1480,QTWO,Q2 Holdings Inc ,-0.2936,4510,Software & Services
1481,QUOT,Quotient Technology Inc ,-0.1887,2550,Retailing
1482,R,Ryder System ,-0.2233,2030,Transportation
1483,RAD,Rite Aid Corp ,-0.5085,3010,Food & Staples Retailing
1484,RARE,Ultragenyx Pharmaceu ,0.0156,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1485,RBCAA,Republic Bancorp Inc ,-0.1277,4010,Banks
1486,RCII,Rent-A-Center Inc ,-0.4798,2550,Retailing
1487,RCKY,Rocky Brands Inc ,0.0354,2520,Consumer Durables & Apparel
1488,RCL,Royal Caribbean Cruises Ltd ,0.0739,2530,Consumer Services
1489,RDN,Radian Group Inc ,0.0525,4010,Banks
1490,RDNT,Radnet Inc ,-0.3095,3510,Health Care Equipment & Services
1491,RDUS,Radius Health ,0.146,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1492,RE,Everest Re Group ,0.0608,4030,Insurance
1493,REG,Regency Centers Corp ,-0.0633,6010,Real Estate
1494,REGI,Renewable Energy ,0.4345,1010,Energy
1495,REGN,Regeneron Pharmaceuticals ,0.1607,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1496,RES,RPC Inc ,1.7357,1010,Energy
1497,RETA,Reata Pharma ,0.2935,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1498,REVG,Rev Group Inc ,-0.1201,2010,Capital Goods
1499,REX,Rex American Resources Corp ,-0.0482,1010,Energy
1500,REXR,Rexford Industrial Realty Inc ,-0.0608,6010,Real Estate
1501,RF,Regions Financial Corp ,-0.0491,4010,Banks
1502,RGA,Reinsurance Group of America Inc ,0.029,4030,Insurance
1503,RGEN,Repligen Cp ,-0.4047,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1504,RGLD,Royal Gold Inc ,0.3775,1510,Materials
1505,RGNX,Regenxbio Inc ,-0.0667,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1506,RGR,Sturm Ruger & Company ,0.0545,2520,Consumer Durables & Apparel
1507,RH,Restoration Hardware Holdings ,-0.3758,2550,Retailing
1508,RHI,Robert Half International Inc ,-0.0265,2020,Commercial  & Professional Services
1509,RHI,Robert Half International Inc ,-0.0265,2020,Commercial  & Professional Services
1510,RHP,Ryman Hospitality Properties REIT ,0.0332,6010,Real Estate
