,Ticker,Name ,RetYTD,ggroup,Industry
1901,WM,Waste Management ,-0.0464,2020,Commercial  & Professional Services
1902,WM,Waste Management ,-0.0464,2020,Commercial  & Professional Services
1903,WMB,Williams Companies ,0.3641,1010,Energy
1904,WMK,Weis Markets ,0.2128,3010,Food & Staples Retailing
1905,WMT,Walmart Inc ,0.0856,3010,Food & Staples Retailing
1906,WNC,Wabash National Corp ,-0.3248,2010,Capital Goods
1907,WOR,Worthington Industries ,-0.0192,1510,Materials
1908,WPC,W.P. Carey & Co. Llc ,0.0134,6010,Real Estate
1909,WRB,W.R. Berkley Corp ,0.242,4030,Insurance
1910,WRE,Washington Real Estate Investment ,-0.0271,6010,Real Estate
1911,WRK,Westrock Company ,0.1256,1510,Materials
1912,WRLD,World Acceptance Cp ,-0.1919,4020,Diversified Financials
1913,WSBC,Wesbanco Inc ,-0.0457,4010,Banks
1914,WSBF,Waterstone Financial ,-0.1404,4010,Banks
1915,WSFS,WSFS Financial Corp ,-0.1664,4010,Banks
1916,WSM,Williams-Sonoma ,-0.1191,2550,Retailing
1917,WSR,Whitestone REIT ,0.2971,6010,Real Estate
1918,WST,West Pharmaceutical Services ,-0.1872,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1919,WTBA,West Bancorp ,-0.1761,4010,Banks
1920,WTFC,Wintrust Financial Corp ,-0.0244,4010,Banks
1921,WTI,W&T Offshore ,0.3622,1010,Energy
1922,WTM,White Mountains Insurance Group ,0.0582,4030,Insurance
1923,WTS,Watts Water Technologies ,-0.3244,2010,Capital Goods
1924,WU,Western Union Company ,0.0622,4510,Software & Services
1925,WWD,Woodward Inc ,0.0699,2010,Capital Goods
1926,WWE,World Wrestling Entertainment ,0.2163,5020,
1927,WWW,Wolverine World Wide ,-0.2322,2520,Consumer Durables & Apparel
1928,WY,Weyerhaeuser Company ,-0.0311,6010,Real Estate
1929,WYNN,Wynn Resorts Ltd ,-0.1302,2530,Consumer Services
1930,X,United States Steel Corp ,0.5556,1510,Materials
1931,XEL,XCEL Energy Inc ,0.0981,5510,Utilities
1932,XHR,Xenia Hotels & Resorts Inc ,0.0552,6010,Real Estate
1933,XNCR,Xencor Inc ,-0.3347,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1934,XPO,Xpo Logistics Inc ,-0.2667,2030,Transportation
1935,XRX,Xerox Corp ,-0.1701,4520,Technology Hardware & Equipment
1936,XYL,Xylem Inc ,-0.2984,2010,Capital Goods
1937,YELP,Yelp Inc ,-0.0513,5020,
1938,YORW,York Water Company ,-0.1659,5510,Utilities
1939,YUM,Yum! Brands ,-0.1144,2530,Consumer Services
1940,YUMC,Yum China Holdings Inc ,-0.1605,2530,Consumer Services
1941,Z,Zillow Group Cl C ,-0.2418,6010,Real Estate
1942,ZBH,Zimmer Biomet Holdings ,-0.0082,3510,Health Care Equipment & Services
1943,ZBRA,Zebra Technologies ,-0.3386,4520,Technology Hardware & Equipment
1944,ZEN,Zendesk Inc ,0.2002,4510,Software & Services
1945,ZION,Zions Bancorp ,-0.0038,4010,Banks
1946,ZNGA,Zynga Inc Cl A ,0.3969,5020,
1947,ZTS,Zoetis Inc Cl A ,-0.2325,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1948,ZUMZ,Zumiez Inc ,-0.1792,2550,Retailing
