gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dltt,dt,ebit,ebitda,icapt,lct,lt,ni,re,sale,xad,costat,prcc_c,mkvalt
11811,20210630,2021,INDL,C,D,STD,JKHY,USD,543.737,2336.156,1319.292,74.002,149.451,161.021,396.769,572.517,1468.743,520.86,1016.864,311.469,2412.496,1758.225,,A,166.99,12100.067
11842,20211231,2021,INDL,C,D,STD,ASB,USD,,35104.253,3831.658,149.343,1889.817,,557.1,631.888,5914.67,,31079.4,350.994,2662.284,1127.515,21.149,A,22.59,3373.6584
11854,20211231,2021,INDL,C,D,STD,NMIH,USD,,2450.581,1565.786,85.793,397.524,397.524,331.784,343.016,1963.31,,884.795,231.13,609.626,485.072,,A,21.85,1874.5771
11861,20211231,2021,INDL,C,D,STD,VLY,USD,,43446.443,4874.375,421.437,1413.195,,747.557,824.318,6497.261,,38362.377,473.84,865.713,1489.239,,A,13.75,5794.7588
12081,20211231,2021,INDL,C,D,STD,LAND,USD,,1351.55,586.806,34.21,675.808,727.342,34.061,35.361,1264.874,,762.484,3.495,-81.503,77.675,,A,33.76,1154.9296
12123,20210131,2020,INDL,C,D,STD,BIG,USD,1585.789,4037.257,1277.731,35.535,1502.439,1746.204,401.151,539.487,2780.17,1000.624,2759.526,629.191,3351.002,6199.186,102.8,A,42.93,2120.7288
12124,20211231,2021,INDL,C,D,STD,MS,USD,,1188140,97691,1772.227,218323,232520,21081,25297,324921,,1081542,15034,86330,61121,,A,98.16,
12138,20211231,2021,INDL,C,D,STD,TROW,USD,,12509,9022.7,229.175,249.2,249.2,3741.9,3946.7,10502.9,,2255.3,3082.9,8057.1,7671.9,100.2,A,196.64,45064.972
12140,20211231,2021,INDL,C,D,STD,NNN,USD,,7751.054,3901.662,175.636,3745.802,3746.466,401.273,,7647.465,,3849.391,290.113,-762.809,701.678,,A,48.07,8442.8225
12141,20210630,2021,INDL,C,D,STD,MSFT,USD,184406,333779,141988,7519,71453,82278,69916,80816,213441,88657,191791,61271,58877,168088,1500,A,336.32,2036897.1
12142,20210531,2020,INDL,C,D,STD,ORCL,USD,55567,131107,5238,2814,78113,87027,15648,18564,84065,24164,125155,13746,-21295,40479,202,A,64.69,221574.36
12151,20210630,2021,INDL,C,D,STD,COTY,USD,1783.1,13691.4,2860.7,766,5670.3,5770.2,158.2,743.5,9852.9,2415.4,9508.8,-201.3,-6077.5,4629.9,1029.4,A,10.5,7154.44
12181,20211231,2021,INDL,C,D,STD,RGEN,USD,931.677,2358.354,1750.067,55.321,102.492,366.053,193.245,231.692,1852.559,375.262,608.287,128.291,177.174,670.534,0.6,A,264.84,14651.2136
12262,20211231,2021,INDL,C,D,STD,ASTE,USD,641.7,911.3,654.3,22.767,4.4,6.1,24.6,54.8,659.2,225.3,256.5,17.8,520.4,1097.2,1.5,A,69.27,1577.0701
12266,20211231,2021,INDL,C,D,STD,WERN,USD,631.213,2603.713,1327.55,65.79,445.134,456.514,254.364,522.064,1808.631,268.683,1240.216,259.052,1646.5,2734.372,,A,47.66,3135.5514
12379,20210430,2020,INDL,C,D,STD,AMWD,USD,392.08,1636.514,742.896,16.801,623.078,651.394,116.302,212.502,1365.974,220.447,893.618,58.763,380.372,1744.014,34.1,A,93.85,1671.0275
12389,20211231,2021,INDL,C,D,STD,HOG,USD,4550.091,11051.055,2553.244,153.569,4625.521,6185.386,1019.798,1184.983,7178.765,3342.887,8497.811,650.024,1601.502,5336.308,107.6,A,37.69,5788.0156
12392,20211231,2021,INDL,C,D,STD,SKYW,USD,1068.593,7125.947,2267.514,50.38,2875.694,3346.378,-62.21,377.988,5143.208,1194.621,4858.433,111.91,2163.916,2713.491,,A,39.3,1979.934
12395,20211031,2021,INDL,C,D,STD,TOL,USD,,11537.85,5295.024,120.117,2916.103,3531.771,1063.554,1138.354,8256.558,,6197.395,833.627,4970.948,8935.967,39.1,A,72.39,7227.4399
12428,20211231,2021,INDL,C,D,STD,POR,USD,688,9494,2707,89.411,3580,,378,782,6287,768,6787,244,1466,2396,,A,52.92,4731.6301
12441,20211231,2021,INDL,C,D,STD,IT,USD,2620.08,7416.324,371.058,82.397,3154.599,3250.284,971.343,1183.748,3525.657,3378.78,7045.266,793.56,2967.596,4733.962,,A,334.32,27546.965
12445,20211231,2021,INDL,C,D,STD,WTS,USD,861.5,1855.6,1173.2,33.609,185.8,196.1,258.9,304,1359,408.5,682.4,165.7,538.6,1809.2,,A,194.17,6525.8595
12459,20211231,2021,INDL,C,D,STD,NVR,USD,,5834.475,3002.378,3.447,1006.679,1606.233,1643.52,1662.983,4009.057,,2832.097,1236.719,10047.839,8970.062,,A,5908.87,20367.8749
12471,20211231,2021,INDL,C,D,STD,INT,USD,4019.7,5942.4,1912.7,61.7,611.9,673.6,153.9,234.8,2528.7,3096.7,4025.6,73.7,1744,31337,,A,26.47,1633.199
12482,20210930,2021,INDL,C,D,STD,CLFD,USD,71.506,125.911,103.824,13.732,1.616,2.531,25.234,27.536,105.44,20.471,22.087,20.327,45.441,140.755,0.436,A,84.42,606.2678
12540,20211130,2021,INDL,C,D,STD,ADBE,USD,8669,27241,14797,475,4576,4673,5802,6363,19373,6932,12444,4822,23768,15785,540,A,567.06,318178.75
12544,20211231,2021,INDL,C,D,STD,JOE,USD,,1208.151,607.409,58.883,398.085,401.712,93.757,111.959,1024.185,,582.051,74.553,310.536,266.296,,A,52.05,3064.8602
12568,20210930,2021,INDL,C,D,STD,DJCO,USD,372.336,390.577,254.641,1.381,33.534,33.793,2.152,2.632,288.175,34.012,135.936,112.9,252.872,49.389,,A,356.73,442.431
12598,20211231,2021,INDL,C,D,STD,PTSI,USD,199.574,587.381,216.11,11.174,173.153,223.241,104.259,159.271,389.263,111.403,371.271,76.516,301.35,707.12,1.154,A,71.01,793.4657
12603,20211231,2021,INDL,C,D,STD,CNO,USD,,36204.4,5259.7,120.377,4053.3,4053.3,665.6,985.1,9313,,30944.7,441,3074.3,4122.2,,A,23.84,2869.7877
12615,20211231,2021,INDL,C,D,STD,MHO,USD,,3239.853,1624.184,28.5,743.079,747.314,518.296,527.436,2367.263,,1615.669,396.868,1345.321,3745.887,,A,62.18,1772.13
12625,20211231,2021,INDL,C,D,STD,MRTN,USD,186.949,870.69,651.677,83.034,0.291,0.54,95.394,197.956,651.968,93.559,219.013,85.428,565.129,973.644,,A,17.16,1424.8634
12635,20211231,2021,INDL,C,D,STD,FISV,USD,18870,76249,30952,650,21344,21734,2288,5334,53294,18295,44299,1334,14101,16226,,A,103.79,67463.5
12689,20211130,2021,INDL,C,D,STD,KBH,USD,,5835.918,3019.475,88.221,1360.908,1714.508,671.888,700.528,4380.383,,2816.443,564.746,2360.245,5724.93,28,A,44.73,3527.9578
12711,20210930,2021,INDL,C,D,STD,CVM,USD,45.272,75.87,56.534,43.207,15.274,15.973,-36.194,-33.963,71.808,3.937,19.336,-36.361,-418.196,0,,A,7.1,474.8449
12726,20211231,2021,INDL,C,D,STD,UNM,USD,,70115.6,11416.4,202.514,3524.8,3524.8,1343.3,1468.8,14941.2,,58699.2,824.2,12207.3,12015.8,,A,24.57,
12785,20211231,2021,INDL,C,D,STD,PPC,USD,3305.954,8913.205,2577.08,243.676,3462.527,3571.72,898.023,1278.847,6051.461,2390.823,6324.271,31,955.572,14777.458,32.4,A,28.2,6871.6632
12825,20210930,2021,INDL,C,D,STD,JJSF,USD,584.769,1122.219,845.654,19.084,46.949,60.526,72.491,121.882,892.603,167.629,276.565,55.607,772.057,1144.579,4.885,A,157.96,2916.4169
12840,20211231,2021,INDL,C,D,STD,HTLD,USD,233.223,928.542,727.102,78.923,0,0,67.969,172.052,727.102,71.594,201.44,79.277,924.375,607.284,2.2,A,16.82,1327.4849
12850,20211231,2021,INDL,C,D,STD,CERN,USD,2449.454,7434.158,3680.462,292.85,1678.416,1931.11,992.64,1711.438,5358.878,1626.258,3753.696,555.596,6624.134,5764.824,,A,92.87,27196.9795
12874,20211231,2021,INDL,C,D,STD,ICAD,USD,50.306,62.191,46.517,25.14,0.266,1.155,-10.732,-10.175,46.783,14.962,15.674,-11.245,-253.18,33.638,0.689,A,7.2,181.008
12909,20211231,2021,INDL,C,D,STD,MKL,USD,,48448.866,14103.157,13.632,4433.56,4932.603,3251.811,3484.93,19612.846,,33269.58,2425.003,10662.078,12837.535,,A,1234,16821.888
12915,20211231,2021,INDL,C,D,STD,OSUR,USD,288.431,460.99,380.533,72.069,9.154,12.274,-17.377,-6.619,389.687,68.064,80.457,-22.998,-130.53,233.674,5.103,A,8.69,626.2796
12945,20210930,2021,INDL,C,D,STD,PLXS,USD,1930.886,2461.893,1028.232,28.047,225.003,301.193,179.535,240.549,1253.235,1128.703,1433.661,138.912,1431.007,3368.865,,A,95.89,2507.6823
12972,20210930,2021,INDL,C,D,STD,IMKTA,USD,575.44,2018.344,983.259,18.994,605.8,632.037,340.102,457.206,1589.059,306.098,1035.085,249.731,982.309,4987.92,18.6,A,86.34,1254.1738
13041,20211231,2021,INDL,C,D,STD,SNV,USD,,57317.226,4759.655,145.01,904.229,,1270.616,1270.616,6201.029,,52020.426,760.467,1627.659,2103.409,,A,47.87,6941.6287
13071,20211231,2021,INDL,C,D,STD,RDNT,USD,324.264,2058.474,228.904,53.548,1321.173,1397.789,112.514,209.208,1667.33,374.784,1712.317,24.727,-113.693,1315.077,,A,30.11,1612.3303
13092,20210930,2021,INDL,C,D,STD,JACK,USD,168.958,1750.137,-817.882,21.013,2082.611,2234.141,285.75,332.25,1264.729,329.066,2568.019,165.755,1690.158,1143.67,19.6,A,87.48,2045.1953
13200,20211031,2021,INDL,C,D,STD,PLAB,USD,550.616,1294.202,823.692,60.024,92.692,117.213,91.029,181.425,1093.254,176.148,293.64,55.449,338.42,663.761,,A,18.85,779.7118
13323,20211031,2021,INDL,C,D,STD,SAFM,USD,1086.27,2345.033,1850.239,22.33,16.122,28.311,647.928,816.159,1866.361,309.063,494.794,455.089,1722.392,4799.653,19,A,191.08,4230.4185
13341,20211231,2021,INDL,C,D,STD,PGR,USD,,71132.3,17737.7,584.4,5079.7,5079.7,4428.6,4766,23311.3,,52900.7,3350.9,15380.4,47676.5,2139.5,A,102.65,59988.66
13342,20211231,2021,INDL,C,D,STD,RLI,USD,,4508.302,1229.361,45.289,216.581,216.581,314.938,322.332,1445.942,,3278.941,279.354,1277.936,1179.245,,A,112.1,
13421,20211231,2021,INDL,C,D,STD,CDNS,USD,1715.769,4386.299,2740.675,276.796,454.709,479.98,827.286,965.702,3195.384,971.225,1645.624,695.955,3012.977,2988.244,7.5,A,186.35,51580.9346
13453,20211231,2021,INDL,C,D,STD,OPY,USD,,3043.25,823.196,12.547,316.093,316.093,234.496,242.49,1269.123,,2090.22,158.964,745.151,1394.035,,A,46.37,581.8044
13480,20211231,2021,INDL,C,D,STD,EBIX,USD,366.564,1573.249,655.322,30.683,631.217,662.967,119.01,137.505,1330.771,205.195,873.695,68.188,637.186,994.938,6.3,A,30.4,932.7632
13498,20211130,2021,INDL,C,D,STD,CCL,USD,10133,53344,12144,1136,29748,31817,-6273,-4040,41892,10408,41200,-9501,4947,1908,,A,20.12,
13510,20211231,2021,INDL,C,D,STD,DRE,USD,,10445.655,6043.751,382.513,3769.839,3769.839,381.087,,9908.8,,4306.694,852.895,-103.221,1143.178,,A,65.64,25108.1533
13561,20211231,2021,INDL,C,D,STD,MBI,USD,,4696,-313,54.556,2325,2406,-326,,2025,,4996,-445,-358,127,,A,15.79,861.4392
13562,20211231,2021,INDL,C,D,STD,BDN,USD,,3846.196,1690.267,169.956,1603.548,1876.548,67.548,,3304.767,,2144.977,12.289,-1458.231,464.117,,A,13.42,2280.8095
13570,20211231,2021,INDL,C,D,STD,MIDD,USD,1707.085,6383.598,2494.276,55.496,2461.203,2511.249,550.785,669.285,4955.479,914.888,3889.322,488.492,2703.219,3250.792,,A,196.76,10919.393
13579,20211231,2021,INDL,C,D,STD,EQC,USD,,3081.383,2929.465,115.206,0,0,-9.202,,3055.27,,26.113,-16.396,-1200.343,64.802,,A,25.9,2983.8354
13580,20211231,2021,INDL,C,D,STD,UHT,USD,,598.419,235.327,13.785,328.064,340.261,30.661,33.261,563.391,,363.092,109.166,-33.326,85.986,,A,59.47,819.794
13602,20210430,2020,INDL,C,D,STD,CRMT,USD,,822.159,406.396,6.626,281.75,288.81,30.676,34.395,688.646,,415.263,104.099,564.975,808.065,2.9,A,109.84,999.3996
13619,20210331,2020,INDL,C,D,STD,ABMD,USD,787.965,1494.359,1329.675,45.271,3.657,6.116,232.863,255.963,1333.332,128.969,164.684,225.525,816.562,847.522,,A,324.2,14429.2258
13623,20211231,2021,INDL,C,D,STD,CNMD,USD,460.123,1766.017,785.435,29.373,685.133,704.544,110.131,153.758,1470.568,196.646,980.582,62.542,442.402,1010.635,,A,141.76,4163.9165
13721,20211231,2021,INDL,C,D,STD,ZTS,USD,6930,13900,4543,472.574,6743,6784,2839,3287,11287,1797,9356,2037,6422,7786,292,A,244.03,115322.2332
13786,20211231,2021,INDL,C,D,STD,HRTX,USD,254.423,305.706,77.57,102.005,157.078,159.495,-216.228,-213.207,234.648,71.058,228.136,-220.683,-1613.437,86.346,,A,9.13,931.3057
13824,20210930,2021,INDL,C,D,STD,FICO,USD,550.974,1567.776,-110.942,27.568,1062.688,1334.762,413.307,436.881,951.746,559.207,1678.718,392.084,2509.289,1316.536,6.9,A,433.67,10970.1342
13906,20210930,2021,INDL,C,D,STD,JOUT,USD,491.264,674.287,458.505,10.128,44.056,49.994,111.283,124.684,502.561,137.57,215.782,83.381,377.887,751.651,30.882,A,93.69,1071.5424
13963,20211231,2021,INDL,C,D,STD,VGR,USD,471.803,871.087,-841.553,153.959,1407.444,1411.361,334.314,342.13,565.891,165.29,1712.64,217.295,-868.121,786.005,4.464,A,11.48,1767.4493
13988,20211231,2021,INDL,C,D,STD,SCHW,USD,,667270,46307,1893.23,18840,19846,8794,9958,75101,,611009,5855,24883,18996,485,A,84.1,159220.643
14027,20211231,2021,INDL,C,D,STD,CLH,USD,1741.171,5653.699,1513.887,54.419,2707.066,2783.108,341.853,651.733,4220.953,925.314,4139.812,203.247,976.966,3805.566,6,A,99.77,5429.3836
14084,20211231,2021,INDL,C,D,STD,AIN,USD,758.801,1556.064,873.967,32.096,375.516,380.852,181.609,255.864,1253.121,208.166,678.459,118.478,717.073,929.24,,A,88.45,2838.8912
14113,20210930,2021,INDL,C,D,STD,MITK,USD,204.056,419.693,192.83,44.161,128.206,130.249,14.305,23.249,321.036,39.209,226.863,7.978,-7.009,119.797,1.2,A,17.75,816.9785
14172,20211231,2021,INDL,C,D,STD,FULT,USD,,25796.398,2519.802,160.49,648.896,,525.94,555.331,3361.576,,23083.718,275.497,1309.794,997.157,5.275,A,17,2728.33
14225,20211231,2021,INDL,C,D,STD,FAST,USD,2856.6,4299,3042.2,575.465,486,611.8,1225.2,1395.9,3528.2,682.2,1256.8,925,2940.2,6010.9,,A,64.06,36864.2879
14253,20211231,2021,INDL,C,D,STD,WABC,USD,,7461.026,827.102,26.866,17.98,,144.436,147.683,845.082,,6633.924,86.509,356.059,216.788,,A,57.73,1550.9742
14269,20211231,2021,INDL,C,D,STD,HLF,USD,1431.8,2819.8,-1391.5,100.8,2934.4,3006.6,743.1,850.7,1542.9,1080.4,4211.3,447.2,-1380.8,5802.8,47.3,A,40.93,4125.744
14275,20211231,2021,INDL,C,D,STD,FRC,USD,,181087,12265,179.473,6882,,2718,2718,22780,,165189,1478,6538,5305,64,A,206.51,37062.9692
14282,20211231,2021,INDL,C,D,STD,APH,USD,5958.2,14678.4,6302,599.1,4976.3,5050.9,2175.5,2564.8,11355.4,2447.1,8299.3,1590.8,3992.4,10876.3,,A,87.46,52397.286
14309,20211231,2021,INDL,C,D,STD,IPAR,USD,709.715,1145.364,571.92,31.83,162.122,184.047,150.443,160.748,900.454,244.91,407.032,87.411,522.231,879.516,171.8,A,106.9,3402.627
14311,20211231,2021,INDL,C,D,STD,PII,USD,2559,5047.8,1224.3,60.4,1375.9,1468.5,663,900.1,2613.4,2230.1,3810.3,493.9,79.9,8198.2,90.8,A,109.91,6638.564
14320,20211231,2021,INDL,C,D,STD,ICPT,USD,502.292,527.023,-183.962,29.573,544.168,547.21,-55.759,-52.781,360.206,166.817,710.985,-91.426,-2492.645,363.468,,A,16.29,481.7442
14359,20211231,2021,INDL,C,D,STD,PXD,USD,6173,36811,22837,242.778,7452,7835,6495,9005,30289,4073,13974,2118,3960,17870,,A,181.88,44156.4626
14369,20211231,2021,INDL,C,D,STD,USM,USD,1605,10341,4547,86,3617,3749,191,869,8191,903,5767,155,2849,4122,184,A,31.52,2710.72
14370,20211231,2021,INDL,C,D,STD,MAN,USD,6422.7,9828.9,2521.7,53.597,841.5,1487.3,610.6,684,3373.2,5780.5,7297.2,382.4,3245.2,20724.4,28.1,A,97.33,5216.596
14403,20211231,2021,INDL,C,D,STD,DX,USD,,3639.738,663.436,36.666,,,41.329,,771.279,,2868.459,102.261,-444.723,65.414,,A,16.71,612.6889
14418,20211231,2021,INDL,C,D,STD,MGM,USD,6416.182,40899.116,6070.645,453.804,23648.821,24768.192,665.547,1816.157,34773.134,3442.264,29774.803,1176.072,4315.972,9680.14,121,A,44.88,20366.7235
14477,20211231,2021,INDL,C,D,STD,WM,USD,3069,29097,7124,416.124,13156,13928,2989,5099,20282,4082,21971,1816,12021,17931,,A,166.9,69451.0956
14561,20210630,2021,INDL,C,D,STD,IIVI,USD,3027.394,6512.65,2960.851,105.486,1438.632,1526.04,440.419,710.488,5570.98,729.589,2380.302,297.552,1151.044,3105.891,,A,68.33,7657.2287
14590,20211231,2021,INDL,C,D,STD,FCX,USD,14830,48022,13980,1457,9359,9769,8407,10945,32378,5892,25003,4306,-7763,22845,,A,41.73,60800.61
14624,20211231,2021,INDL,C,D,STD,ODP,USD,2389,4865,1438,48.456,981,1305,285,431,2419,2265,3427,-208,-623,8465,139,A,39.28,1903.3517
14790,20211231,2021,INDL,C,D,STD,MTH,USD,,4807.533,3044.389,37.341,1173.709,1186.209,967.467,982.767,4218.098,,1763.144,737.444,2629.175,5141.317,8.2,A,122.06,4557.8425
14793,20211231,2021,INDL,C,D,STD,ARCH,USD,882.871,2117.16,683.866,15.393,354.433,581.006,393.789,535.864,1038.299,522.34,1433.294,337.573,726.636,2208.042,,A,91.32,1405.6888
14822,20211231,2021,INDL,C,D,STD,WRB,USD,,32086.414,6653.011,176.781,3049.371,3475.797,1195.867,1247.867,9717.101,,25418.684,1022.49,8733.18,9235.452,,A,82.39,
14824,20211231,2021,INDL,C,D,STD,CINF,USD,,31387,13105,160.3,843,843,3723,3756,13948,,18282,2946,13273,9630,,A,113.93,18262.979
14828,20211231,2021,INDL,C,D,STD,ORI,USD,,24981.8,6893.2,307.566,1825,1825,1978.3,2005.5,8718.2,,18088.6,1534.3,5292,9341.5,,A,24.58,7559.9723
14891,20211231,2021,INDL,C,D,STD,MGPI,USD,367.098,1041.467,644.751,21.964,237.169,243.261,97.681,116.773,881.434,88.8,397.202,91.307,344.591,626.72,16.098,A,84.99,1866.7204
14898,20211231,2021,INDL,C,D,STD,DDD,USD,1031.737,1549.099,842.381,128.375,494.279,502.623,-20.648,14.063,1336.66,178.012,706.718,322.052,-658.957,615.639,5.486,A,21.54,2765.1975
14934,20211231,2021,INDL,C,D,STD,DVN,USD,4249,21025,9262,663,6734,6760,3246,5436,16133,3087,11626,2813,1560,12206,,A,44.05,29205.15
14954,20210831,2021,INDL,C,D,STD,LNN,USD,416.103,637.185,338.445,10.908,133.815,138.023,55.607,70.507,472.26,138.24,298.74,42.572,510.197,567.646,,A,152,1797.093
14960,20211231,2021,INDL,C,D,STD,LH,USD,5330.5,20385.4,10273.4,93.1,6143.6,6342.6,3374.1,4119.3,16437.6,2782.9,10091.4,2377.3,10264.9,16120.9,,A,314.21,29252.951
15044,20210131,2020,INDL,C,D,STD,WDAY,USD,4802.061,8718.411,3277.834,242.667,1041.964,2238.065,-169.599,121.401,4319.798,4282.648,5440.577,-282.431,-2964.96,4317.996,85,A,239.61,55289.79
15060,20211231,2021,INDL,C,D,STD,CPE,USD,295.444,5547.503,1865.768,61.371,2717.662,2735.261,1049.266,1405.545,4583.43,872.491,3681.735,365.151,-2147.204,2045.03,,A,47.25,2899.7798
15101,20211231,2021,INDL,C,D,STD,MFA,USD,,9139.688,2542.658,432.551,1898.838,6423.759,349.423,,4441.686,,6596.84,328.87,-1233.906,424.476,,A,4.56,1972.4326
15247,20211231,2021,INDL,C,D,STD,VLO,USD,21165,57888,18430,409.196,13546,15125,2709,4409,33363,16851,38071,930,27273,108332,,A,75.11,30734.7116
15252,20211231,2021,INDL,C,D,STD,TRS,USD,431.77,1303.64,630.85,42.837,437.6,445.72,104.85,158.3,1068.45,154.9,672.79,57.31,-102.07,857.11,,A,37,1584.969
15267,20211231,2021,INDL,C,D,STD,IEX,USD,1678,4917.2,2803.1,76.195,1283.7,1301.3,667.9,770.9,4086.8,480,2114.1,449.4,3056.9,2764.8,10.7,A,236.32,18006.4024
15343,20211231,2021,INDL,C,D,STD,MLI,USD,1019.003,1728.936,1222.118,57.296,18.163,24.989,599.614,645.004,1275.126,382.439,471.973,468.52,1405.142,3769.345,,A,59.36,3401.0906
15417,20211231,2021,INDL,C,D,STD,BRO,USD,3330.284,9795.443,4196.893,282.496,2160.413,2246.354,858.644,891.953,6357.306,2667.366,5598.55,587.104,3991.272,3051.398,,A,70.28,19853.8189
15420,20210131,2020,INDL,C,D,STD,AMBA,USD,497.304,573.28,474.976,35.547,7.525,10.436,-61.866,-52.766,482.501,73.967,98.304,-59.786,127.502,222.99,,A,91.82,3354.2149
15459,20211231,2021,INDL,C,D,STD,TG,USD,236.413,523.584,184.722,33.737,85.831,87.989,65.518,89.302,270.553,168.548,338.862,57.826,129.548,826.455,,A,11.82,398.7713
15520,20210131,2020,INDL,C,D,STD,SIG,USD,3582,6178.9,1190.3,52.3,1294,1671.3,146.5,322.5,3126.6,1998.7,4346.3,-15.2,1899.1,5226.9,343,A,27.27,2124.426
16009,20210131,2020,INDL,C,D,STD,SPWH,USD,324.653,660.818,204.66,43.623,228.296,264.31,132.747,154.576,432.956,227.428,456.158,91.38,114.409,1451.767,15.663,A,17.55,764.275
16101,20211231,2021,INDL,C,D,STD,ABBV,USD,27928,146529,15408,1768.338,64902,77561,19969,28490,80338,35194,131093,11542,228,56197,2100,A,135.4,239432.9652
16113,20211231,2021,INDL,C,D,STD,APAM,USD,,1208.047,276.081,66.7,299.747,299.747,540.491,547.424,706.743,,801.051,336.516,133.579,1227.236,,A,47.64,3177.588
16125,20211231,2021,INDL,C,D,STD,GMRE,USD,,1263.485,547.826,64.88,575.097,576.208,36.969,50.019,1212.674,,625.908,17.622,-163.653,115.936,,A,17.75,1151.62
16188,20211231,2021,INDL,C,D,STD,CGNX,USD,639.798,2003.662,1430.093,175.481,17.795,25.581,315.101,335.384,1447.888,188.589,573.569,279.881,514.94,1037.098,1.965,A,77.76,13645.4026
16269,20210930,2021,INDL,C,D,STD,ENTA,USD,319.021,438.791,399.429,20.238,1.126,5.329,-109.573,-106.239,402.061,36.172,37.856,-78.996,48.194,97.074,,A,74.78,1149.7208
16384,20211231,2021,INDL,C,D,STD,VOYA,USD,,171262,8253,107.758,3624,3625,2835,2881,13445,,161441,2126,790,3956,,A,66.31,7145.433
16401,20210331,2020,INDL,C,D,STD,CRUS,USD,842.519,1830.614,1389.005,57.652,127.883,142.456,237.534,276.934,1516.888,213.61,441.609,217.344,-109.814,1369.23,0.9,A,82.2,4888.3131
16453,20210531,2020,INDL,C,D,STD,NEOG,USD,591.451,920.192,840.377,53.734,1.207,2.492,77.269,98.31,841.584,53.599,79.815,60.882,528.229,468.459,1.687,A,79.3,4960.1855
16477,20211231,2021,INDL,C,D,STD,LEA,USD,6765.2,13352.4,4643.4,59.626,3118.8,3245.2,826,1391.4,7927.2,4759.9,8544,373.9,4302.6,19263.1,,A,182.95,10908.5767
16478,20211231,2021,INDL,C,D,STD,EOG,USD,8584,38236,22180,585.265,5630,5907,6010,9971,27810,4042,16056,4664,15907,18517,,A,88.83,51989.09
16486,20211231,2021,INDL,C,D,STD,BCC,USD,1885.878,2572.64,1352.619,39.331,531.789,544.367,971.038,1051.791,1884.408,640.746,1220.021,712.486,947.832,7926.111,,A,71.2,2800.3672
16549,20211231,2021,INDL,C,D,STD,SFBS,USD,,15448.806,1151.515,54.227,83.255,,302.918,307.306,1235.27,,14296.791,207.734,925.064,449.757,0.498,A,84.94,4606.0414
16597,20211231,2021,INDL,C,D,STD,LSCC,USD,301.351,726.494,411.633,137.239,160.008,182.877,102.927,118.441,571.641,106.181,314.861,95.922,-291.427,515.327,,A,77.06,10575.6373
16653,20211231,2021,INDL,C,D,STD,TMHC,USD,,8727.777,3925.853,121.834,2746.424,2984.409,879.539,887.039,6717.406,,4756.795,663.026,1689.504,7501.265,30.4,A,34.96,4259.3166
16668,20211231,2021,INDL,C,D,STD,AROW,USD,,4027.952,371.186,16.041,72.293,,84.014,91.84,443.479,,3656.766,49.857,54.425,147.919,1.083,A,35.23,565.1244
16705,20211231,2021,INDL,C,D,STD,CPF,USD,,7419.089,558.219,27.714,146.347,,147.556,158.008,704.614,,6860.822,79.894,34.055,261.822,5.495,A,28.17,780.7034
16710,20210930,2021,INDL,C,D,STD,DGII,USD,246.658,619.531,472.517,34.262,64.167,66.8,19.393,40.27,536.684,58.941,147.014,10.366,157.946,308.632,,A,24.57,720.1872
16721,20210331,2020,INDL,C,D,STD,EA,USD,7213,13288,7840,286.465,2078,2154,1055,1227,9918,2964,5448,837,7837,5629,222,A,143.6,38778.7671
16745,20211231,2021,INDL,C,D,STD,PRTA,USD,584.809,609.366,466.042,46.66,6.386,12.326,71.975,73.09,472.428,33.452,143.324,66.975,-716.054,200.577,,A,49.4,2305.004
16777,20211231,2021,INDL,C,D,STD,FBNC,USD,,10508.901,1230.575,35.629,88.444,,173.716,185.706,1319.019,,9278.326,95.644,507.904,329.529,2.58,A,45.72,1628.9579
16781,20211231,2021,INDL,C,D,STD,CHCO,USD,,6003.695,681.105,15.062,0,,150.615,156.446,681.105,,5322.59,88.08,656.086,235.108,3.091,A,81.79,1231.921
16790,20211231,2021,INDL,C,D,STD,CBU,USD,,15552.657,2100.807,53.878,37.998,,316.583,346.745,2138.805,,13451.85,189.694,1016.021,633.655,9.319,A,74.48,4012.8334
16821,20211231,2021,INDL,C,D,STD,FBP,USD,,20785.275,2101.767,201.827,477.534,,586.709,623.081,2579.301,,18683.508,281.025,1343.296,915.872,15.359,A,13.78,2781.1761
16832,20211231,2021,INDL,C,D,STD,GBCI,USD,,25940.645,3177.622,110.688,224.615,,442.183,474.222,3402.237,,22763.023,284.757,837.701,825.894,17.199,A,56.7,6276.0096
16845,20211231,2021,INDL,C,D,STD,FRME,USD,,15453.149,1912.446,53.41,397.195,,299.58,310.281,2309.766,,13540.578,205.531,919.952,555.955,5.762,A,41.89,2237.3449
16889,20211231,2021,INDL,C,D,STD,INDB,USD,,20423.405,3018.449,47.35,177.219,,247.271,280.095,3195.668,,17404.956,120.992,768.899,520.868,4.085,A,81.53,3860.4455
16890,20211231,2021,INDL,C,D,STD,IBCP,USD,,4704.74,398.484,21.171,115.56,,115.401,115.401,514.044,,4306.256,62.895,75.083,214.723,1.918,A,23.87,505.3518
16967,20211231,2021,INDL,C,D,STD,HIFS,USD,,3431.165,354.612,2.142,35.87,,96.427,96.97,390.482,,3076.553,67.458,339.742,123.462,0.563,A,419.88,899.383
