gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dltt,dt,ebit,ebitda,icapt,lct,lt,ni,re,sale,xad,costat,prcc_c,mkvalt
4194,20211231,2021,INDL,C,D,STD,KODK,USD,807,2171,781,78.7,298,312,-46,-15,1275,309,1194,24,-375,1150,2,A,4.68,368.316
4199,20211231,2021,INDL,C,D,STD,ETN,USD,7511,34027,16413,398.8,7168,9023,2463,3320,23619,7212,17576,2144,3961,19628,,A,172.82,68920.616
4213,20211231,2021,INDL,C,D,STD,ECL,USD,4687.1,21206.4,7224.2,286.884,8629.8,8747.4,1795.1,2638.2,15882.9,3553.2,13953.3,1129.9,7179.7,12733.1,,A,234.59,67300.1176
4321,20210930,2021,INDL,C,D,STD,EMR,USD,8432,24715,9883,595.8,6206,6899,3084,4053,16129,6246,14792,2303,25175,18236,,A,92.97,56124.36
4383,20210930,2021,INDL,C,D,STD,ATO,USD,2838.715,19608.662,7906.889,132.42,5124.95,,904.998,1382.975,13031.839,3510.355,11701.773,665.563,2882.476,3407.49,,A,104.77,11679.444
4384,20211231,2021,INDL,C,D,STD,MARA,USD,688.15,1448.244,683.023,102.733,728.406,728.406,-55.535,-40.631,1411.429,13.794,765.221,-36.175,-152.681,150.464,,A,32.86,3375.8064
4390,20210228,2020,INDL,C,D,STD,EBF,USD,148.074,364.388,300.549,25.95,13.567,18.905,35.796,53.833,314.116,35.052,63.839,24.094,174.154,357.973,0.8,A,17.85,514.329
4423,20211231,2021,INDL,C,D,STD,EFX,USD,1120.9,11040.9,3584.4,122.1,4470.1,5294.9,1146.6,1627,8071.3,2291.3,7439.7,744.2,4456.2,4923.9,70.2,A,292.79,35749.659
4430,20211231,2021,INDL,C,D,STD,EQT,USD,2286.766,21607.388,10029.527,376.399,4554.802,,-1312.036,364.666,14600.565,5080.171,11561.625,-1155.759,-120.39,3064.663,,A,21.81,8209.2622
4462,20211231,2021,INDL,C,D,STD,NEU,USD,1388.173,2558.436,762.129,10.363,867.488,1235.459,257.782,320.938,1629.617,725.087,1796.307,190.908,762.129,2356.11,,A,342.72,3551.6074
4494,20211231,2021,INDL,C,D,STD,EXPD,USD,6635.045,7609.929,3494.426,167.21,385.641,467.66,1909.326,1960.638,3883.632,3726.297,4111.938,1415.492,3489.594,16523.517,,A,134.29,22454.6309
4497,20211231,2021,INDL,C,D,STD,BOOM,USD,239.196,864.412,360.525,19.35,179.425,200.551,-4.989,7.705,737.146,105.814,306.691,-0.202,84.493,260.115,,A,39.61,766.4535
4498,20210930,2021,INDL,C,D,STD,IIIN,USD,246.906,390.71,302.038,19.408,0.695,1.725,89.16,103.681,302.733,68.849,88.672,66.61,203.942,590.601,,A,39.81,738.4744
4510,20211231,2021,INDL,C,D,STD,FMC,USD,4937.6,10581.3,3032.5,125.699,2871.7,2979.7,1153.3,1286.8,5923.6,3520.3,7529.4,736.5,4675.6,5045.2,,A,109.89,13813.0631
4517,20211231,2021,INDL,C,D,STD,NEE,USD,9288,140912,37202,1963,50960,,2941,6865,96629,17437,95243,3573,25911,17069,,A,93.36,183265.68
4598,20210531,2020,INDL,C,D,STD,FDX,USD,20580,82777,24168,266.953,34108,36462,6438,10231,58276,13660,58609,5231,29085,83959,428,A,259.62,84039.4739
4605,20211231,2021,INDL,C,D,STD,FRT,USD,,7622.32,2420.605,78.603,4188.145,4192.24,307.529,,7065.001,,4745.464,261.498,-1068.979,953.978,,A,136.32,
4608,20211231,2021,INDL,C,D,STD,FSS,USD,431,1366.1,784,60.9,304.3,313.7,129,179,1088.3,170.4,582.1,100.6,609.4,1213.2,,A,43.34,2639.406
4611,20210131,2020,INDL,C,D,STD,M,USD,6184,17706,2553,310.5,7592,8244,-1031,-72,10145,5357,15153,-3944,3140,18097,818,A,11.25,4669.92
4622,20211231,2021,INDL,C,D,STD,FOE,USD,539.782,1290.024,538.384,83.623,260.159,273.448,156.388,196.588,808.262,304.149,741.921,148.831,311.874,1126.264,,A,21.83,1825.4901
4640,20211231,2021,INDL,C,D,STD,FITB,USD,,211116,20094,682.778,10831,,4822,5139,33041,,188906,2770,21443,8269,107,A,43.55,29734.9819
4674,20211231,2021,INDL,C,D,STD,RF,USD,,162938,16667,941.908,2936,,4071,4071,21262,,144612,2521,5839,6587,106,A,21.8,20533.5944
4685,20211231,2021,INDL,C,D,STD,TRMK,USD,,17595.636,1741.311,61.649,305.86,,286.02,331.833,2047.171,,15854.325,147.365,1552.553,664.421,0,A,32.46,2001.1265
4690,20211231,2021,INDL,C,D,STD,FCNCA,USD,,58308.14,4397.304,9.816,1176.074,,807.8,939.967,5913.315,,53570.899,547.459,4387.488,1959.012,9.763,A,829.84,8145.7094
4699,20211231,2021,INDL,C,D,STD,MTB,USD,,155107.16,16153.405,128.689,2918.051,,3370.706,3694.914,20821.456,,137203.755,1858.746,14518.87,6105.778,63.562,A,153.58,19764.0566
4723,20211231,2021,INDL,C,D,STD,USB,USD,,573284,48547,1483.502,26150,,13621,14118,81537,,517897,7963,67258,23714,366,A,56.17,83328.3073
4737,20211231,2021,INDL,C,D,STD,FHN,USD,,89092,7679,533.577,1976,,1947,2063,10470,,80598,999,2603,3255,27,A,16.33,8713.3124
4809,20211231,2021,INDL,C,D,STD,FLO,USD,746.118,3253.313,1411.274,211.395,1143.157,1191.131,323.009,459.566,2554.431,519.917,1842.039,206.187,964.965,4330.767,77.7,A,27.47,5807.0207
4818,20211231,2021,INDL,C,D,STD,FLR,USD,5562.642,7279.563,1392.447,141.435,1254.968,1290.797,222.244,291.183,2821.649,3904.06,5712.882,-440.17,424.703,12434.879,,A,24.77,3503.345
4839,20211231,2021,INDL,C,D,STD,F,USD,108996,257035,48519,4004.248,89448,124389,7313,14631,138070,90727,208413,17937,27430,136341,3100,A,20.77,83168.231
4881,20211231,2021,INDL,C,D,STD,FELE,USD,724.647,1575.165,946.501,46.483,123.472,236.773,190.614,235.186,1072.115,396.014,626.522,153.86,631.236,1661.865,,A,94.56,4395.4325
4885,20210930,2021,INDL,C,D,STD,BEN,USD,,24168.4,11223.4,501.808,7216,7588.8,2101.8,2458.2,19959.6,,11424.8,1831.2,11173.2,8400.2,,A,33.49,14913.7338
4926,20211130,2021,INDL,C,D,STD,FUL,USD,1221.17,4274.53,1596.769,52.778,1623.088,1633.118,288.427,431.601,3220.448,736.85,2677.17,161.393,1330.354,3278.031,,A,81,3861.2385
4941,20211231,2021,INDL,C,D,STD,GATX,USD,,9541.7,2019.2,35.422,5810,6175.2,296.9,661.3,7829.2,,7522.5,143.1,2590.9,1257.4,,A,104.19,3690.6182
4973,20211231,2021,INDL,C,D,STD,AJG,USD,17670.4,33345,8508.4,208.454,6119.5,6447.2,1454,2020.3,14679.6,16735,24784.9,906.8,2156.2,8209.4,,A,169.67,35368.3902
4988,20211231,2021,INDL,C,D,STD,TGNA,USD,787.589,6917.646,2519.906,221.406,3320.94,3332.807,820.258,948.11,5856.975,375.132,4381.611,476.955,7362.164,2991.093,9.8,A,18.56,4109.2954
4990,20210131,2020,INDL,C,D,STD,GPS,USD,6008,13769,2614,374,6833,7664,-461,44,9447,3884,11155,-665,2510,13800,816,A,20.19,7573.5
5018,20211231,2021,INDL,C,D,STD,AJRD,USD,1236.6,2433.6,533.5,80.1,335.9,516,280.5,341.9,869.4,875.8,1900.1,143.7,-9.1,2188,,A,46.76,3745.476
5046,20211231,2021,INDL,C,D,STD,GD,USD,19987,50073,17641,277.621,11833,13175,4163,4957,29474,13978,32432,3257,33500,38469,,A,208.47,57875.6499
5047,20211231,2021,INDL,C,D,STD,GE,USD,66348,198874,40304,1099.027,33672,33672,4570,7579,75432,51953,157114,-6519,86691,74196,,A,94.47,103825.0807
5071,20210531,2020,INDL,C,D,STD,GIS,USD,5754.5,31841.9,9470.4,607.7,10070.1,12645.1,3368.2,3969.5,20448.2,8265.8,21463.8,2339.8,14640.6,18127,736.3,A,58.8,38200.022
5072,20211231,2021,INDL,C,D,STD,ALLY,USD,,182114,14726,337.941,11335,17204,4728,5471,28385,,165064,3060,-1757,10694,241,A,47.61,16089.371
5073,20211231,2021,INDL,C,D,STD,GM,USD,82103,244718,59744,1500,76671,76671,12582,24629,142486,74408,178903,10019,32668,127004,3300,A,58.63,87945
5087,20211231,2021,INDL,C,D,STD,SPXC,USD,903.4,2628.6,1102.9,45.468,262.3,283,103.2,144.2,1365.2,439.5,1525.7,425.4,212.1,1219.5,,A,59.68,2713.5302
5109,20210131,2020,INDL,C,D,STD,GCO,USD,667.595,1587.368,565.75,14.95,560.535,734.04,-15.542,30.957,1127.294,402.933,1020.609,-56.429,285.861,1786.53,80.1,A,30.09,580.2095
5116,20211231,2021,INDL,C,D,STD,GNTX,USD,872.976,2131.391,1937.988,236.441,,,410.157,509.269,1937.988,181.656,,360.797,1044.389,1731.17,1.8,A,34.85,8239.9689
5125,20211231,2021,INDL,C,D,STD,GPC,USD,7756.422,14352.102,3490.742,142.181,3198.538,3479.113,1305.059,1596.03,6701.828,6581.583,10848.812,898.79,3228.586,18870.51,211.169,A,140.2,19933.7762
5149,20211231,2021,INDL,C,D,STD,GTY,USD,,1466.948,745.108,46.716,608.835,608.835,71.029,,1353.943,,721.84,62.86,-73.568,155.898,,A,32.09,1499.1164
5179,20211231,2021,INDL,C,D,STD,GLT,USD,636.566,1880.607,542.762,44.549,738.075,764.512,28.145,89.566,1280.837,371.17,1337.845,6.937,625.296,1084.694,,A,17.2,766.2428
5234,20211231,2021,INDL,C,D,STD,GT,USD,7331,21402,4999,281.793,7467,8014,1173,2055,12651,6612,16218,764,1610,17522,382,A,21.32,6007.8268
5237,20211231,2021,INDL,C,D,STD,GRC,USD,277.182,420.754,329.976,26.104,0.56,1.14,39.356,51.27,330.536,52.44,90.778,29.851,323.039,378.316,1.9,A,44.55,1162.9332
5252,20211231,2021,INDL,C,D,STD,GGG,USD,1363.621,2443.198,1709.343,170.307,98.527,221.845,531.323,589.223,1807.87,506.792,733.855,439.866,796.747,1987.608,,A,80.62,13730.1503
5256,20211231,2021,INDL,C,D,STD,GWW,USD,4011,6592,1874,51.22,2696,2762,1547,1733,4856,1528,4432,1043,9404,13022,402,A,518.24,26544.2528
5342,20211231,2021,INDL,C,D,STD,MGI,USD,,4476.5,-185,90.726,839,843,83.1,140.1,654,,4661.5,-37.9,-1576.2,1283.6,27.7,A,7.89,715.8281
5439,20211231,2021,INDL,C,D,STD,HAL,USD,9943,22321,6713,896,10057,10330,1812,2716,16785,4306,15593,1457,9527,15295,,A,22.87,20491.52
5496,20211231,2021,INDL,C,D,STD,HSC,USD,874.973,3053.908,748.16,79.216,1434.017,1469.833,84.654,244.288,2239.787,601.391,2248.138,-3.249,1234.371,1848.399,,A,16.71,1323.6994
5518,20211231,2021,INDL,C,D,STD,HAS,USD,3728.1,10037.8,3025.9,138.221,3956.6,4200.6,910.2,1190.3,7043.6,2455.9,6950.8,428.7,4022.5,6420.4,506.6,A,101.78,14068.1334
5520,20211231,2021,INDL,C,D,STD,AMOT,USD,175.957,470.785,187.762,15.361,171.752,176.284,27.073,45.18,359.514,78.37,283.023,24.094,119.665,403.516,,A,36.49,560.5229
5526,20211231,2021,INDL,C,D,STD,HE,USD,,15822.637,2390.884,109.312,2547.002,,386.066,664.768,4972.179,,13397.46,248.056,705.388,2850.379,,A,41.5,4536.448
5530,20210331,2020,INDL,C,D,STD,HWKN,USD,163.007,472.55,265.246,20.97,99.076,110.57,56.44,79.109,364.322,70.462,207.304,40.98,213.898,596.871,,A,52.31,702.9144
5539,20211231,2021,INDL,C,D,STD,HCSG,USD,546.382,777.529,452.677,73.769,11.299,17.799,57.369,65.636,463.976,191.125,324.852,45.863,187.957,1641.959,,A,17.79,1312.3505
5559,20211231,2021,INDL,C,D,STD,STRL,USD,434.691,1230.996,358.767,29.838,444.419,481.49,124.787,158.988,859.761,351.76,815.654,62.645,78.195,1581.766,,A,26.3,784.7394
5560,20211231,2021,INDL,C,D,STD,HL,USD,341.627,2728.808,1760.748,538.139,525.821,533.919,97.747,281.054,2286.608,160.383,968.021,35.095,-382.107,807.473,,A,5.22,2809.0856
5568,20211231,2021,INDL,C,D,STD,KHC,USD,8994,93394,49298,1224,21545,22418,5246,6156,70997,9064,43942,1012,-3506,26042,1039,A,35.9,43941.6
5572,20210228,2020,INDL,C,D,STD,HELE,USD,971.937,2263.488,1239.347,24.406,380.098,387.954,290.29,328.008,1619.445,614.892,1024.141,253.946,953.51,2098.799,110.7,A,222.19,5291.2208
5581,20210930,2021,INDL,C,D,STD,HP,USD,1586.566,5034.128,2912.618,107.899,579.861,1075.971,-350.181,69.545,3492.479,866.306,2121.51,-326.15,2553.131,1218.568,,A,23.7,2957.5116
5597,20211231,2021,INDL,C,D,STD,HSY,USD,2246.206,10412.231,2757.229,206.109,4397.526,4436.662,2091.308,2374.07,7154.755,2493.313,7655.002,1477.512,2470.721,8971.337,511.798,A,193.47,39875.9082
5606,20211031,2021,INDL,C,D,STD,HPQ,USD,22170,38610,-1650,1092.205,7322,8344,5615,6396,5672,29096,40260,6503,-2721,63487,829,A,37.67,33126.5777
5608,20211231,2021,INDL,C,D,STD,HXL,USD,616.3,2819.4,1485.5,84,862.7,874,70.6,208.6,2348.2,247.6,1333.9,16.1,1886,1324.7,,A,51.8,4351.2
5643,20211231,2021,INDL,C,D,STD,HLT,USD,2871,15441,-821,279.091,9582,9776,1017,1205,8763,3019,16260,410,-7101,5788,,A,155.99,43535.4051
5680,20210131,2020,INDL,C,D,STD,HD,USD,28477,70581,3299,1077,41178,43422,20626,23051,44477,23166,67282,12866,57463,132110,1200,A,265.62,291673.14
5690,20211231,2021,INDL,C,D,STD,HNI,USD,523.494,1497.897,589.644,42.582,245.738,274.523,100.82,183.966,835.705,506.448,907.93,59.814,507.87,2184.408,,A,42.05,1790.5731
5709,20211031,2021,INDL,C,D,STD,HRL,USD,2947.816,12696.329,6972.883,542.412,3371.925,3399.012,1118.039,1319.329,10350.286,1415.654,5717.968,908.839,6604.601,11386.189,138.5,A,48.81,22954.8758
5742,20211231,2021,INDL,C,D,STD,CNP,USD,7355,37679,8625,628.924,15575,,1402,2718,24993,4287,28261,1486,90,8352,,A,27.91,17553.2688
5750,20211031,2021,INDL,C,D,STD,HOV,USD,,2320.508,39.598,6.255,1455.176,1455.176,346.576,351.856,1630.56,,2145.124,607.817,-567.228,2782.857,9.8,A,127.29,479.7565
5763,20211031,2021,INDL,C,D,STD,UBA,USD,,973.852,350.904,40.228,225.634,258.75,55.174,,868.933,,330.553,47.283,-178.213,140.158,,A,21.3,769.4653
5764,20211231,2021,INDL,C,D,STD,HUBB,USD,1879.3,5281.5,2229.8,54.518,1493.8,1520.9,542.1,689.1,3734.5,1065.2,3040.8,399.5,2229.2,4194.1,,A,208.27,11354.4639
5783,20211231,2021,INDL,C,D,STD,JBHT,USD,2313.369,6794.348,3117.816,105.094,1069.357,1483.529,1042.17,1599.263,4187.173,1729.6,3676.532,760.806,5621.103,12168.302,,A,204.4,21481.2136
5786,20211231,2021,INDL,C,D,STD,HBAN,USD,,174064,17130,1437.742,7549,,2994,3385,26867,,154746,1295,1973,6074,84,A,15.42,22169.9816
5860,20211231,2021,INDL,C,D,STD,ITT,USD,1722.1,3565.4,2225.8,85.5,73.9,96.2,418.1,522.8,2304.6,928.3,1334.7,316.3,2140.3,2765,,A,102.19,8737.245
5870,20211231,2021,INDL,C,D,STD,IDA,USD,595.873,7210.515,2668.436,50.516,2000.64,,329.651,505.206,4675.874,325.624,4535.281,245.55,1793.54,1458.084,,A,113.31,5723.968
5878,20211231,2021,INDL,C,D,STD,ITW,USD,6374,16077,3625,312.9,7042,7671,3477,3887,10668,3470,12451,2694,22823,14455,50,A,246.8,77223.72
5968,20211231,2021,INDL,C,D,STD,RYI,USD,1593,2365.6,537.2,38.394,811.3,850.5,435.6,491.5,1355.9,751,1821,294.3,156.6,5675.3,,A,26.05,1000.1637
5987,20210930,2021,INDL,C,D,STD,GFF,USD,1366.279,2604.685,807.158,56.613,1152.512,1194.879,192.001,244.303,1959.67,531.636,1797.527,79.211,624.021,2270.626,19,A,28.48,1392.6798
6008,20211231,2021,INDL,C,D,STD,INTC,USD,57718,168406,95391,4070,33805,38576,22082,33874,129196,27462,73015,19868,67385,79024,1100,A,51.5,209605
6066,20211231,2021,INDL,C,D,STD,IBM,USD,29539,132001,18901,898.069,47379,55117,6694,13088,66375,33619,113005,5743,130975,57350,1413,A,133.66,120035.9025
6078,20211231,2021,INDL,C,D,STD,IFF,USD,6987,39658,21082,254.574,11453,11453,1240,2396,32675,3633,18436,270,2218,11656,,A,150.65,38351.5731
6100,20211231,2021,INDL,C,D,STD,IDCC,USD,1050.285,1628.156,745.239,30.689,440.525,444.369,109.183,187.376,1193.442,371.561,875.239,55.295,1440.534,425.409,,A,71.63,2198.2531
6104,20211231,2021,INDL,C,D,STD,IP,USD,7096,25243,9082,378.554,7718,8046,1506,2603,16800,4144,16161,1752,7363,19363,,A,46.98,17784.4669
6136,20211231,2021,INDL,C,D,STD,IPG,USD,11231.8,19909.2,3526,394.3,4484.6,4751.1,1446.8,1730.6,8089.4,10890,16304.4,952.8,2260.1,10240.7,,A,37.45,14766.535
6223,20211231,2021,INDL,C,D,STD,EME,USD,3390.994,5441.446,2252.387,53.3,466.286,540.335,530.8,643.236,2719.375,2361.731,3188.357,383.532,2751.942,9903.58,,A,127.39,6789.887
6266,20211231,2021,INDL,C,D,STD,JNJ,USD,60979,182018,74023,2628.965,29985,32116,24815,32205,104008,45226,107995,20878,110002,93775,2700,A,171.07,449737.0426
6268,20210930,2021,INDL,C,D,STD,JCI,USD,9998,41890,17562,708.733,8561,9106,2807,3652,27314,9098,23137,1637,1591,23674,,A,81.31,48250.5426
6304,20210630,2021,INDL,C,D,STD,KLAC,USD,5696.248,10271.124,3377.554,152.776,3493.506,3525.828,2500.9,2818.252,6869.148,2103.227,6895.482,2078.292,1201.566,6918.734,,A,430.11,49531.507
6310,20211231,2021,INDL,C,D,STD,KMI,USD,3829,70416,30823,2267.392,30944,,4533,6668,62865,5821,38495,1784,-11006,16610,,A,15.86,35960.8371
6326,20211231,2021,INDL,C,D,STD,KAMN,USD,546.543,1198.482,796.329,27.86,199.19,205.389,57.604,94.258,995.519,120.935,402.153,43.676,639.06,708.993,,A,43.15,1202.159
6375,20211231,2021,INDL,C,D,STD,K,USD,3394,18178,3720,341.377,6764,7592,1815,2282,10979,5315,13963,1488,7307,14181,790,A,64.42,21991.5063
6379,20211231,2021,INDL,C,D,STD,KELYA,USD,1588.7,2894.2,1336.2,39.4,62.6,82,52.6,84.2,1398.8,1095.2,1558,156.1,1287.3,4909.7,7.5,A,16.77,661.52
6386,20210630,2021,INDL,C,D,STD,KMT,USD,1004.807,2665.761,1329.608,83.614,628.908,643.128,142.566,269.054,1997.113,437.394,1297.556,54.434,662.27,1841.441,,A,35.91,3003.4149
6433,20210630,2021,INDL,C,D,STD,KBAL,USD,159.347,444.595,239.67,36.875,52.615,59.235,4.791,25.985,292.285,115.242,204.925,7.416,301.014,569.008,4.9,A,10.23,484.9063
6435,20211231,2021,INDL,C,D,STD,KMB,USD,5565,17837,514,336.835,8534,8979,2854,3620,9297,6749,17074,1814,4619,19440,893,A,142.92,48140.4582
6461,20211231,2021,INDL,C,D,STD,KEX,USD,1003.865,5399.063,2886.324,60.111,1321.105,1355.007,76.819,290.537,4209.887,543.772,2510.281,-246.954,2320.473,2246.66,,A,59.42,3571.7956
6502,20210131,2020,INDL,C,D,STD,KR,USD,12503,48662,9576,758,19009,20587,3080,5827,28559,15366,39112,2585,22388,132498,888,A,31.76,26151
6509,20210930,2021,INDL,C,D,STD,KLIC,USD,1351.89,1601.631,1095.237,61.931,38.084,42.987,411.31,431.12,1133.321,351.875,506.394,367.161,945.532,1517.664,,A,60.54,3609.3387
6543,20210430,2020,INDL,C,D,STD,LZB,USD,926.16,1786.322,773.498,45.361,295.023,362.637,140.569,173.295,1077.169,611.67,1004.176,106.461,397.489,1734.244,94.6,A,39.84,2016.7501
6547,20210930,2021,INDL,C,D,STD,SR,USD,1316.5,9356.4,2416.2,51.685,2992.8,,450.2,663.3,5660.8,1608.3,6688.4,271.7,846.6,2235.5,,A,65.22,3162.0883
6565,20210630,2021,INDL,C,D,STD,LRCX,USD,11652.387,15892.152,6027.188,142.501,5108.718,5165.377,4482.023,4782.423,11135.906,3527.867,9864.964,3908.458,14620.784,14626.15,,A,719.15,92725.4007
6573,20210630,2021,INDL,C,D,STD,LANC,USD,423.481,1101.285,843.147,27.531,23.895,33.273,181.36,223.787,867.042,173.923,258.138,142.332,1473.967,1467.067,,A,165.6,5327.5238
6649,20211231,2021,INDL,C,D,STD,LEG,USD,2065.3,5307.3,1648,133.4,1942.7,2287.8,548.7,732.7,3591.3,1335.7,3658.7,402.4,2934.7,5072.6,,A,41.16,5490.744
6730,20211231,2021,INDL,C,D,STD,LLY,USD,18452.4,48806,8979.2,903.653,15346.4,16884.7,7887.8,9303.6,24501.2,15052.7,39651.2,5581.7,4615.4,28318.4,1200,A,276.22,249607.0317
6737,20211231,2021,INDL,C,D,STD,LECO,USD,1289.593,2592.307,864.102,58.787,756.049,767.033,479.223,560.369,1619.958,755.905,1728.398,276.466,2712.917,3234.18,,A,139.47,8199.0229
6742,20211231,2021,INDL,C,D,STD,LNC,USD,,387301,20272,177.194,6657,6957,1330,1506,26929,,367029,1405,15537,18551,,A,68.26,12095.2624
6774,20211231,2021,INDL,C,D,STD,LMT,USD,19815,50873,10959,271,12770,13102,9097,10461,23729,13997,39914,6315,10594,67044,,A,355.41,96316.11
6781,20211231,2021,INDL,C,D,STD,L,USD,,81626,17846,248.417,9349,9442,1611,2117,28524,,62451,1578,14962,13688,,A,57.76,14348.5659
6821,20211231,2021,INDL,C,D,STD,LPX,USD,890,2194,1235,85.636,390,397,1830,1944,1629,351,955,1377,1065,4553,24,A,78.35,6709.5806
6829,20210131,2020,INDL,C,D,STD,LOW,USD,22326,46735,1437,731,24558,26211,10847,12347,25995,18730,45298,5835,981,89597,798,A,160.51,121967.35
6865,20211231,2021,INDL,C,D,STD,MDC,USD,,4963.528,2597.146,70.668,1518.473,1518.473,770.505,802.171,4115.619,,2366.382,573.657,887.163,5254.668,,A,55.83,3945.3944
6867,20211231,2021,INDL,C,D,STD,MDU,USD,1550.943,8910.435,3382.874,203.351,2683.1,,534.219,833.433,6065.974,1092.24,5527.561,378.131,1721.406,5680.733,,A,30.84,6271.3448
6932,20211231,2021,INDL,C,D,STD,MGEE,USD,199.371,2371.906,1027.468,36.163,639.498,,117.294,194.277,1666.966,117.847,1344.438,105.761,596.402,606.584,,A,82.25,2974.4068
6994,20211231,2021,INDL,C,D,STD,MTW,USD,941.8,1775.2,662.4,35.056,429.1,448.7,69.1,116,1091.5,521,1112.8,11,125.5,1720.2,,A,18.59,651.691
7017,20211231,2021,INDL,C,D,STD,MRO,USD,1821,16994,10686,743,4025,4107,1071,3259,14711,1637,6308,946,7353,5218,,A,16.42,12200.06
7022,20211231,2021,INDL,C,D,STD,MCS,USD,99.946,1188.361,453.614,31.427,437.433,467.756,-35.686,36.358,891.047,213.168,734.747,-43.293,277.862,458.244,16.069,A,17.86,561.2862
7063,20211231,2021,INDL,C,D,STD,HST,USD,,12352,6441,714.1,5453,5455,-225,,12025,,5780,-12,-1268,2923,,A,17.39,12418.199
7065,20211231,2021,INDL,C,D,STD,MMC,USD,8264,34388,11009,503.536,12813,13162,4339,5086,24035,6654,23166,3143,13814,19820,,A,173.82,87524.6275
7085,20211231,2021,INDL,C,D,STD,MAS,USD,3422,5575,-179,241.2,3121,3169,1454,1605,3199,1939,5497,410,-420,8375,,A,70.22,16937.064
7116,20211231,2021,INDL,C,D,STD,MAT,USD,2874.529,6393.894,1568.849,350.7,2854.618,2928.37,764.013,948.326,4423.467,1598.253,4825.045,902.987,1515.326,5457.741,545.674,A,21.56,7561.092
7154,20211231,2021,INDL,C,D,STD,MCD,USD,7148.5,53854.3,-4601,744.8,48643.6,49349.1,9872.7,11403.4,44042.6,4020,58455.3,7545.2,54961,23222.9,377.6,A,268.07,199658.536
7161,20211231,2021,INDL,C,D,STD,MGRC,USD,,1595.926,732.021,24.26,377.447,437.447,134.421,241.116,1109.468,,863.905,89.705,623.411,616.833,5.1,A,80.26,1947.1076
7163,20211231,2021,INDL,C,D,STD,SPGI,USD,8810,15026,2032,241,4606,4702,4484,4662,10142,3815,9490,3024,14176,8297,39,A,471.93,113735.13
7171,20210331,2020,INDL,C,D,STD,MCK,USD,45382,65015,-21,158,8273,9405,3275,4158,9719,44103,63569,-4539,6722,238228,,A,173.92,30816.32
7228,20210430,2020,INDL,C,D,STD,MDT,USD,22548,93083,51428,1345.401,27207,27404,5552,8254,78809,8509,41481,3606,25109,30117,,A,117.14,176139.8989
7241,20211231,2021,INDL,C,D,STD,CVS,USD,60008,232999,75075,1322,70148,75999,13432,17944,145529,67807,157618,7910,55871,292111,523,A,103.16,136377.52
7257,20211231,2021,INDL,C,D,STD,MRK,USD,30266,105694,38184,2527.604,31915,32368,14178,17301,70172,23872,67437,13049,49267,48704,2000,A,76.64,193715.5706
7275,20210331,2020,INDL,C,D,STD,MLAB,USD,303.749,601.475,406.227,5.141,146.352,147.375,13.951,31.423,552.579,32.583,195.248,3.274,88.575,133.937,,A,286.64,1251.8335
7291,20210430,2020,INDL,C,D,STD,MEI,USD,674,1467,918,38.298,243.2,249.8,136.1,187.6,1161.2,222.7,549,122.3,752.1,1088,,A,38.28,1720.7291
7343,20210831,2021,INDL,C,D,STD,MU,USD,19907,58849,43933,1119,7125,7280,7208,13422,51058,6424,14916,5861,39053,27705,,A,93.15,82470.3
7366,20211231,2021,INDL,C,D,STD,ETR,USD,3623.595,59454.242,11637.284,202.653,25053.255,,1845.626,3836.323,36978.059,6190.742,47529.438,1118.719,9908.024,11742.896,,A,112.65,22828.8605
7368,20211231,2021,INDL,C,D,STD,MSEX,USD,34.355,1020.015,367.726,17.522,310.887,318.418,33.211,54.32,680.697,56.619,650.205,36.543,145.807,143.141,,A,120.3,2107.8966
7420,20211231,2021,INDL,C,D,STD,MSA,USD,792.804,2396.396,830.819,39.277,638.357,647.899,55.313,105.127,1472.745,330.606,1562.008,21.34,901.074,1400.182,,A,150.96,5929.2559
7435,20211231,2021,INDL,C,D,STD,MMM,USD,15403,47072,15046,571.845,16740,18301,7493,9408,31857,9035,31955,5921,39071,35355,327,A,177.63,101576.8274
7437,20211231,2021,INDL,C,D,STD,ALE,USD,291.3,6435,2413.1,53.22,1774.8,,151.3,383,4721.1,543.4,3488.7,169.2,876.4,1419.2,,A,66.35,3531.147
